Brand,Model,Year,Status,Mileage,Dealer,Price
Ferrari,488 GTB,2017,Used,13124,Randy Curnow Buick GMC,260000
Jeep,Wrangler,2023,Used,3717,Randy Curnow Buick GMC,53990
GMC,Sierra,2022,Used,21755,Randy Curnow Buick GMC,62990
RAM,1500,2020,Used,57713,Randy Curnow Buick GMC,40990
Cadillac,Escalade,2023,Used,8160,Randy Curnow Buick GMC,118990
Lexus,GX,2018,Used,59535,Randy Curnow Buick GMC,35780
GMC,Yukon,2023,Used,6940,Randy Curnow Buick GMC,99990
Mercedes,GLS 600,2021,Certified,10770,Mercedes-Benz of Buckhead,140000
RAM,1500,2019,Used,56008,Capital City Nissan,37995
Nissan,Sentra,2017,Used,135723,Capital City Nissan,6995
BMW,X7,2024,New,,Autohaus BMW,118145
BMW,X7,2024,New,,Autohaus BMW,91795
Ferrari,F8 Tributo,2021,Certified,6566,Cavallino Rosso St Louis,369990
BMW,M2,2023,Used,436,Cavallino Rosso St Louis,71990
Audi,RS 7,2021,Used,19256,Cavallino Rosso St Louis,96990
Mercedes,AMG GT,2020,Used,13514,Cavallino Rosso St Louis,93990
Chevrolet,Camaro,2017,Used,77567,Halvorson Ford,21495
Volvo,XC60,2024,New,,Dean Team Volvo Cars of Saint Louis,5935
Volvo,XC60,2018,Used,34950,Dean Team Volvo Cars of Saint Louis,38500
Jeep,Wrangler,2023,New,,David Taylor Chrysler Dodge Jeep Ram of Belleville,39928
Nissan,Maxima,2023,New,,Dream Nissan,
Nissan,Frontier,2023,New,,Cherokee County Nissan,47212
Mercedes,GLC,2022,Used,13343,Mercedes-Benz of St Louis,42556
Mazda,Mazda3,2024,New,,Lou Fusz Mazda,31425
Kia,Telluride,2024,New,,Lou Fusz Kia,53600
Kia,Telluride,2024,New,,Lou Fusz Kia,49495
Kia,Telluride,2024,New,,Lou Fusz Kia,54170
Kia,Sorento,2023,New,,Lou Fusz Kia,44540
Mercedes,GLE,2018,Used,75118,Gravity Autos Sandy Springs,43895
Tesla,Model X,2020,Used,32822,Gravity Autos Sandy Springs,59888
Audi,e-tron,2019,Used,30455,Gravity Autos Sandy Springs,35895
Mercedes,6,2015,Used,46919,Gravity Autos Sandy Springs,73888
Mercedes,G 550,2019,Used,38710,Gravity Autos Sandy Springs,117985
Lexus,ES,2021,Used,48004,Gravity Autos Sandy Springs,36888
Ford,F-150,2022,Used,26060,Gravity Autos Sandy Springs,41888
Land Rover,Range Rover,2017,Used,75062,Gravity Autos Sandy Springs,35888
Cadillac,Escalade,2022,Used,33281,Gravity Autos Sandy Springs,83895
Chevrolet,Camaro,2017,Used,34560,Gravity Autos Sandy Springs,32888
Porsche,Cayenne,2017,Used,74979,Gravity Autos Sandy Springs,44888
Mercedes,6,2019,Used,36300,Gravity Autos Sandy Springs,143888
Audi,Titan,2019,Used,38040,Gravity Autos Sandy Springs,22888
GMC,Sierra,2021,Used,42863,Gravity Autos Sandy Springs,40888
Volkswagen,ID.4,2021,Used,21351,Gravity Autos Sandy Springs,29859
Mercedes,GLE,2024,New,,RBM of Atlanta,68545
Mercedes,4MATIC,2023,New,,RBM of Atlanta,254360
Ford,F-250,2023,New,,Jim Ellis Ford Sandy Springs,84575
BMW,X5,2024,Used,2,Nalley BMW,101925
BMW,X5,2024,Used,0,Nalley BMW,102445
Mercedes,S-Class,2023,Used,7369,Motorcars of Atlanta,116000
Buick,Envista,2024,New,,Lou Fusz Buick GMC,30635
Nissan,Armada,2021,Used,58754,Napleton's St. Louis Nissan,32990
Volvo,XC90,2023,New,,Dyer & Dyer Volvo Cars,60014
Volvo,XC90,2023,New,,Dyer & Dyer Volvo Cars,66083
BMW,X5,2021,Used,26295,Dyer & Dyer Volvo Cars,46895
Maserati,GranTurismo,2024,New,,Jim Ellis Maserati,190315
Honda,Passport,2023,New,,Curry Honda,42900
Audi,e-tron,2023,New,,Audi Atlanta,69235
Cadillac,XT4,2023,New,,Jim Ellis Cadillac,42590
Audi,A3,2020,Used,31766,Jim Ellis Cadillac,24188
Chevrolet,Suburban,2022,Used,20695,Jim Ellis Cadillac,63000
Porsche,911,2017,Certified,20915,Porsche Atlanta Perimeter,144001
Ford,Edge,2023,New,,Morris Smith Ford of Larned,41635
Ford,Expedition,2023,New,,Hunt Ford Chrysler Dodge Jeep,79094
Chevrolet,1,2016,Used,33582,Jack Schmitt Chevrolet of OFallon,8994
Chevrolet,Camaro,2024,New,,Jack Schmitt Chevrolet of OFallon,52645
Toyota,Tundra,2014,Used,91081,Auffenberg Auto Mall,29698
Acura,MDX,2023,New,,Jackson Acura,74395
Kia,Sportage,2023,New,,Napleton's Mid Rivers Kia,31310
Kia,Telluride,2024,New,,Napleton's Mid Rivers Kia,54195
Toyota,Sequoia,2024,New,,Pappas Toyota,80515
Honda,CR-V,2024,New,,Ed Napleton Honda St. Peters,
Jeep,Wagoneer,2023,New,,Marmies,
Bentley,Continental,2023,New,,Bentley Atlanta,411205
Bentley,Continental,2023,New,,Bentley Atlanta,327220
Bentley,Continental,2023,New,,Bentley Atlanta,303345
Bentley,Continental,2023,New,,Bentley Atlanta,340610
Jeep,Wrangler,2014,Used,45012,Clement Pre-Owned (St. Charles),22000
GMC,Yukon,2021,Used,25483,Clement Pre-Owned (St. Charles),68000
Lincoln,Corsair,2022,Used,5797,Genesis of Roswell,39991
Infiniti,QX80,2023,New,,Roswell INFINITI of North Atlanta,92255
Infiniti,QX80,2023,New,,Roswell INFINITI of North Atlanta,91255
Chevrolet,Silverado,2021,Used,14233,Heartland Chevrolet,48998
Chevrolet,Silverado,2022,Certified,32257,Heartland Chevrolet,69560
BMW,X7,2024,New,,United BMW,116990
BMW,X5,2024,New,,United BMW,108210
Lexus,RC,2016,Used,88826,Hendrick Lexus Kansas City North,28452
Lexus,RX,2023,New,,Hendrick Lexus Kansas City North,61202
Lexus,NX,2022,Used,16621,Hendrick Lexus Kansas City North,59741
Jeep,Gladiator,2023,New,,Griffin Chrysler Dodge Jeep RAM,57267
Jeep,Gladiator,2023,New,,Griffin Chrysler Dodge Jeep RAM,49316
Chevrolet,Camaro,1969,Used,3521,Sutton Chevrolet,75012
Audi,Q3,2020,Used,30075,Honda of Cleveland,31494
Dodge,Durango,2023,New,,Courtesy Chrysler Dodge Jeep Ram,105477
Kia,Carnival,2024,New,,Steve Schmitt KIA,35140
Kia,Telluride,2024,New,,Steve Schmitt KIA,45000
Kia,Sorento,2023,New,,Steve Schmitt KIA,37200
Chrysler,Pacifica,2023,New,,Tutton Chrysler Jeep Dodge RAM of Jasper,48110
Jeep,Compass,2023,New,,Tutton Chrysler Jeep Dodge RAM of Jasper,29995
Jeep,Wrangler,2022,New,,Crown Chrysler Dodge Jeep of Cleveland,63196
Jeep,Grand Cherokee,2023,New,,Crown Chrysler Dodge Jeep of Cleveland,53271
Jeep,Wrangler,2024,New,,Gwinnett Chrysler Dodge Jeep Ram,37380
Jeep,Wrangler,2024,New,,Gwinnett Chrysler Dodge Jeep Ram,40285
Jeep,Wrangler,2024,New,,Gwinnett Chrysler Dodge Jeep Ram,54465
Jeep,Wrangler,2024,New,,Gwinnett Chrysler Dodge Jeep Ram,36785
Jeep,Gladiator,2023,New,,Gwinnett Chrysler Dodge Jeep Ram,46268
Jeep,Wrangler,2024,New,,Gwinnett Chrysler Dodge Jeep Ram,46245
Jeep,Wrangler,2024,New,,Gwinnett Chrysler Dodge Jeep Ram,50665
Nissan,Altima,2024,New,,Conyers Nissan,32720
GMC,Sierra,2024,New,,Roberts Robinson Chevrolet Buick GMC,54725
Buick,Enclave,2024,New,,Roberts Robinson Chevrolet Buick GMC,52325
GMC,Acadia,2023,New,,Roberts Robinson Chevrolet Buick GMC,57335
Ford,Bronco,2023,New,,"Cook County Ford, Inc.",63455
Ford,Bronco,2023,New,,"Cook County Ford, Inc.",62935
Subaru,WRX,2018,Used,39543,Versatile Collection,24987
Dodge,Challenger,2023,New,,Jim Butler Centralia,45474
Chevrolet,Silverado,2024,New,,Jim Butler Centralia,69610
Jeep,Grand Cherokee,2022,New,,Jason Lewis Chrysler Dodge Jeep RAM,55268
Nissan,Armada,2022,New,,Stone Mountain Nissan,73070
RAM,2500,2019,Used,43162,Courtesy Ford,51385
RAM,2500,2018,Used,81193,Courtesy Ford,39976
Lexus,NX,2024,New,,Hennessy Lexus Gwinnett,51480
Lexus,LS,2023,New,,Hennessy Lexus Gwinnett,91555
Lexus,GX,2023,New,,Hennessy Lexus Gwinnett,66085
Lexus,ES,2024,New,,Hennessy Lexus Gwinnett,57640
Dodge,Durango,2023,New,,Airport Chrysler Dodge Jeep RAM,44015
Acura,RDX,2018,Used,40225,EchoPark Automotive Atlanta (Duluth),24496
Chevrolet,Silverado,2021,New,,Rick Hendrick Chevrolet of Duluth,53830
Honda,Civic,2024,New,,Gwinnett Place Honda,29745
BMW,i7,2023,New,,BMW of Gwinnett Place,128245
BMW,X5,2024,New,,BMW of Gwinnett Place,81145
BMW,M2,2024,New,,BMW of Gwinnett Place,59270
GMC,Sierra,2024,New,,Rick Hendrick Buick GMC,104720
Ford,Expedition,2023,New,,Thoroughbred Ford of Platte City,81215
Lexus,IS,2021,Used,25010,Audi Gwinnett,36994
Kia,Carnival,2024,New,,Rick Case Kia at Gwinnett Place,36790
Kia,GT,2023,New,,Rick Case Kia at Gwinnett Place,46999
Kia,Carnival,2024,New,,Rick Case Kia at Gwinnett Place,40290
Kia,EV6,2023,New,,Rick Case Kia at Gwinnett Place,44979
Nissan,Titan,2023,New,,Butler Nissan,58310
Infiniti,QX55,2022,Certified,19491,INFINITI of Gwinnett,44988
Infiniti,QX80,2023,Certified,342,INFINITI of Gwinnett,66988
Volkswagen,Golf,2019,Used,83434,Victory Chevrolet of Smithville,22111
Cadillac,XT4,2022,Used,18039,Victory Chevrolet of Smithville,31755
Chevrolet,Silverado,2024,New,,Don Ledford Automotive,72285
Subaru,BRZ,2023,New,,Subaru of Gwinnett,31115
Volkswagen,Golf,2023,New,,Stone Mountain Volkswagen,47744
Volkswagen,Golf,2023,New,,Stone Mountain Volkswagen,48464
Chevrolet,Silverado,2024,New,,Prince Automotive Of Valdosta,
Chevrolet,Suburban,2023,New,,Prince Automotive Of Valdosta,70010
Chevrolet,Silverado,2024,New,,Prince Automotive Of Valdosta,65055
Toyota,Tundra,2024,New,,Valdosta Toyota,67221
Subaru,Crosstrek,2024,New,,O'Steen Volkswagen / Subaru of Valdosta,30395
GMC,Acadia,2023,New,,Briggs Auto Group,54530
Hyundai,Tucson,2023,New,,Langdale Hyundai of South Georgia,41400
Land Rover,LR4,2016,Used,72373,Sawnee Mountain Motors,25977
Chevrolet,Silverado,2024,New,,Way Brothers GM,59340
RAM,1500,2023,New,,Troncalli Chrysler Dodge Jeep RAM,68352
RAM,2500,2023,New,,Troncalli Chrysler Dodge Jeep RAM,74428
Jeep,Gladiator,2023,New,,Robbins Motor Company Chrysler Dodge Jeep Ram Fiat,49980
Chevrolet,Blazer,2020,Used,25473,Langdale Ford,25414
Kia,EV6,2023,New,,Lou Sobh Kia,42700
Kia,Forte,2017,Used,69040,Lou Sobh Honda,11000
Dodge,Dart,2016,Used,70180,Lou Sobh Honda,9950
Ford,F-150,2023,New,,Pennington Ford Centralia,97335
Nissan,Titan,2023,New,,Nissan of Cookeville,44571
Ford,F-150,2011,Used,133592,Expressway Chevrolet Buick GMC,15499
BMW,535 i,2015,Used,58975,Expressway Chevrolet Buick GMC,22250
Ford,F-150,2023,New,,Nashville Ford of Georgia,74490
Ford,Bronco,2023,New,,Nashville Ford of Georgia,61760
Ford,F-150,2023,New,,Nashville Ford of Georgia,63252
Honda,Civic,2021,Used,70417,O'Steen Chrysler Dodge Jeep Ram,20995
Ford,Expedition,2022,Used,8476,Rick Hendrick Chevrolet of Buford,70888
Volkswagen,Atlas,2024,New,,AutoNation Volkswagen Mall of Georgia,39696
Jeep,Gladiator,2023,New,,Ellis Boys Chrysler Dodge Jeep Ram,51968
Chevrolet,Silverado,2024,New,,LeMond Chevrolet Chrysler,82615
Jeep,Wrangler,2023,Used,3851,D-Patrick Ford Lincoln,52496
Lincoln,Navigator,2023,Used,435,D-Patrick Ford Lincoln,99998
Lexus,RX,2021,Used,15980,D-Patrick Ford Lincoln,50103
Chevrolet,Camaro,2020,Used,20070,D-Patrick Ford Lincoln,36939
Lincoln,Aviator,2020,Used,88139,D-Patrick Ford Lincoln,37686
Toyota,Highlander,2022,Used,16726,D-Patrick Nissan,45984
Toyota,Tacoma,2006,Used,129819,D-Patrick Honda,15820
Toyota,RAV4,2020,Used,39128,Hyundai of Evansville,30999
BMW,430 i,2024,New,,D-Patrick Motoplex,58645
BMW,430 i,2024,New,,D-Patrick Motoplex,57305
Kia,EV6,2023,New,,Jim Shorkey Kia of Gainesville,50200
Mazda,CX-30,2023,New,,Jim Shorkey Mazda,24325
Mazda,CX-9,2024,New,,Jim Shorkey Mazda,52850
RAM,2500,2023,New,,Max Curnow Chrysler Dodge Jeep Ram,67997
Chevrolet,Silverado,2024,New,,Don Franklin Glasgow Chevrolet Cadillac Nissan,61555
Ford,Bronco,2023,New,,Gillie Hyde Auto Group,43390
Ford,Expedition,2020,Used,63669,Gillie Hyde Auto Group,44548
Kia,Telluride,2024,New,,Anderson Kia of St Joseph,54505
Toyota,Tundra,2023,New,,Rolling Hills Auto Plaza,69999
Toyota,Tacoma,2023,New,,Rolling Hills Auto Plaza,41527
Toyota,Tacoma,2023,New,,Rolling Hills Auto Plaza,47730
Nissan,Maxima,2023,New,,Nissan of Athens,42864
Ford,F-250,2023,New,,Jefferson Ford,57630
Ford,Bronco,2023,New,,Jefferson Ford,52630
Ford,F-150,2019,Used,57099,Athens Ford,36682
Jeep,Grand Cherokee,2022,Used,35795,Athens Ford,42885
Ford,Explorer,2023,New,,Athens Ford,38045
Volvo,XC60,2021,Used,16840,Athens Ford,42326
Ford,Mustang,2024,New,,Athens Ford,36010
Ford,F-250,2023,New,,Victory Lane Ford,68970
GMC,Sierra,2018,Used,121750,John Megel Ford,47314
Toyota,Supra,2022,Used,13951,Acura & Volvo of Athens,54988
Cadillac,XT4,2023,New,,Heyward Allen Motor Company,45015
Chevrolet,Trax,2024,New,,Poage Chevy Buick of Hannibal,27425
Buick,Envista,2024,New,,Poage Chevy Buick of Hannibal,28075
Buick,GX,2024,New,,Poage Chevy Buick of Hannibal,29615
Audi,A5,2019,Used,53144,Honda of Lake City,27654
Chevrolet,Silverado,2021,Used,56769,Victory Chevrolet of Savannah,49999
Chevrolet,Malibu,2017,Used,161693,Victory Chevrolet of Savannah,10388
RAM,2500,2017,Used,119316,Victory Chevrolet of Savannah,23501
Chevrolet,Colorado,2023,New,,Jimmy Britt Chevrolet,47500
GMC,Sierra,2023,New,,Jimmy Britt Chevrolet,82997
Ford,F-150,2022,New,,Jerry Duncan Ford Lincoln,48370
RAM,3500,2023,New,,Nemaha Valley Motors Inc,83420
GMC,Sierra,2023,New,,Nemaha Valley Motors Inc,76575
RAM,2500,2023,New,,Nemaha Valley Motors Inc,89210
Jeep,Gladiator,2023,New,,Nemaha Valley Motors Inc,53814
Ford,Mustang,2024,New,,Lenoir City Ford,63795
Chevrolet,Silverado,2024,New,,Armbruster Motor Company,
Ford,Maverick,2023,New,,Jenkins Ford Lincoln of Crystal River,24820
Dodge,Durango,2023,New,,Jacksonville Chrysler Dodge Jeep Ram (IL),82155
Chevrolet,Malibu,2024,New,,Pennington Chevrolet,
Toyota,Highlander,2024,New,,Sun Toyota,54102
Toyota,Highlander,2023,New,,Sun Toyota,55174
Kia,Telluride,2024,New,,Ken Ganley Kia New Port Richey,53495
Jeep,Wrangler,2023,New,,Jenkins Chrysler Dodge Jeep Ram of Homosassa,60875
Cadillac,Escalade,2023,Used,11342,Village Toyota Cadillac,85774
Volvo,XC40,2023,New,,Ferman Volvo Cars of Tarpon Springs,48480
Volvo,XC60,2023,New,,Ferman Volvo Cars of Tarpon Springs,62760
Toyota,Highlander,2024,New,,Uebelhor & Sons Toyota,47188
Dodge,Avenger,2013,Used,182481,Uebelhor & Sons Toyota,4644
BMW,M340,2021,Used,32065,Grayson BMW,47314
BMW,760i,2023,Used,8677,Grayson BMW,100000
Ford,Bronco,2023,Used,2226,Grayson BMW,95927
Land Rover,Range Rover,2016,Used,116012,MINI of Knoxville,28901
Lexus,GS 350,2014,Used,73579,MINI of Knoxville,21901
Toyota,Sienna,2020,Used,49986,MINI of Knoxville,35500
Toyota,Highlander,2021,Used,64819,MINI of Knoxville,42500
Toyota,Sequoia,2023,Used,640,MINI of Knoxville,76901
Toyota,Highlander,2021,Used,43163,Bob Luegers Motors Inc,43959
Chevrolet,Silverado,2024,New,,Uebelhor & Sons Chevrolet Cadillac,59090
Land Rover,Range Rover,2024,New,,Land Rover Knoxville,77375
Ford,Mustang,2023,New,,Lake Hartwell Ford,47900
Ford,Mustang,2024,New,,Lake Hartwell Ford,53800
Honda,Pilot,2023,New,,Courtesy Palm Harbor Honda,44648
BMW,iX xDrive50,2024,Used,223,Ferman BMW,86575
Toyota,Corolla,2023,Used,1189,Ferman BMW,41178
Volvo,XC90,2021,Used,23783,Ferman BMW,46615
BMW,740,2023,Used,2559,Ferman BMW,90983
BMW,430i,2024,New,,Ferman BMW,60670
Acura,MDX,2022,Used,25477,Ferman BMW,41954
Chevrolet,Corvette,2019,Used,27231,Ferman BMW,70916
Lincoln,Aviator,2021,Used,31231,Ferman BMW,50220
BMW,550 i,2011,Used,61357,Ferman BMW,15298
MINI,Cooper,2020,Used,25150,Ferman Mini of Tampa Bay,27200
Maserati,Ghibli,2023,New,,Harper Jaguar Alfa Romeo Maserati,93395
Maserati,Levante,2023,New,,Harper Jaguar Alfa Romeo Maserati,100425
Maserati,Ghibli,2023,New,,Harper Jaguar Alfa Romeo Maserati,93495
Jeep,Wrangler,2023,New,,Pettijohn Auto,58999
Lexus,ES,2022,Used,13117,Lokey Volkswagen,41006
Mercedes,AMG GT,2016,Used,63251,Lokey Nissan,66000
Chevrolet,Camaro,2018,Used,30173,DIMMITT CADILLAC OF CLEARWATER,52377
Land Rover,Range Rover,2023,New,,DIMMITT CADILLAC OF CLEARWATER,58805
Land Rover,Defender,2023,New,,DIMMITT CADILLAC OF CLEARWATER,57685
Land Rover,Range Rover,2023,New,,DIMMITT CADILLAC OF CLEARWATER,58805
Land Rover,Defender,2023,New,,DIMMITT CADILLAC OF CLEARWATER,73085
Hyundai,Sonata,2009,Used,105084,Fitzgerald Auto Mall Clearwater Used Car Outlet,7397
Acura,RDX,2017,Used,55175,Fitzgerald Auto Mall Clearwater Used Car Outlet,21100
RAM,3500,2024,New,,Woody Folsom Chrysler Dodge Jeep Ram,
Dodge,Durango,2023,New,,Woody Folsom Chrysler Dodge Jeep Ram,51170
Lincoln,MKZ,2013,Used,140751,GAA Auto Sales,8999
Volvo,C70,2012,Used,97022,GAA Auto Sales,10350
Toyota,Corolla,2010,Used,152222,GAA Auto Sales,7690
Acura,RDX,2009,Used,156742,GAA Auto Sales,8199
Mazda,CX-9,2015,Used,41087,GAA Auto Sales,14499
BMW,540 i,2023,Used,4386,Audi Clearwater,57831
Buick,Century,2003,Used,158999,Grayson Hyundai Subaru,3500
Chevrolet,Colorado,2023,New,,Kirksville Motor Company,52860
Ford,Excursion,2001,Used,228741,Kirksville Motor Company,10000
Ford,Fusion,2019,Used,22303,Don Franklin Chevrolet Buick GMC of Russell Springs,21594
Infiniti,QX60,2019,Used,61235,CarMax Gainesville - Offering Express Pickup and Home Delivery,23998
Ford,Edge,2024,New,,Bob Ridings Ford,48600
Ford,Mustang,2024,New,,Bob Ridings Ford,61875
Ford,Edge,2024,New,,Bob Ridings Ford,41815
Jeep,Grand Cherokee,2023,New,,Don Franklin Monticello Chrysler,44530
Toyota,4Runner,2020,Used,63253,BMW of Gainesville,29942
BMW,430i,2024,New,,BMW of Gainesville,67020
BMW,430i,2024,New,,BMW of Gainesville,64270
Ford,Edge,2024,New,,Knox Ford,
Honda,Pilot,2023,New,,Crown Honda,54180
Honda,Pilot,2023,New,,Crown Honda,50075
Honda,Pilot,2023,New,,Crown Honda,54365
Land Rover,Range Rover,2023,New,,Jaguar Land Rover St. Petersburg,59330
Land Rover,Range Rover,2023,New,,Jaguar Land Rover St. Petersburg,60380
Land Rover,Defender,2023,New,,Jaguar Land Rover St. Petersburg,76550
Land Rover,Defender,2023,New,,Jaguar Land Rover St. Petersburg,102080
GMC,Canyon,2023,New,,Crown Buick GMC,
Ford,Escape,2023,New,,AutoNation Ford St. Petersburg,34835
GMC,Acadia,2018,Used,66375,Silverthorne Ford,28216
Ford,F-150,2013,Used,66371,Plaza Chrysler Dodge Jeep Ram,39991
Ford,Expedition,2023,New,,Swainsboro Ford,69575
Ford,Expedition,2023,New,,Swainsboro Ford,85991
Ford,Bronco,2023,New,,Murray Ford Superstore,49280
Land Rover,Range Rover,2023,New,,Jaguar Land Rover Ocala,155525
Land Rover,Range Rover,2018,Used,49492,Morgan Chevrolet,36491
Audi,e-tron,2022,Certified,5175,Audi Tampa,44418
Audi,e-tron,2023,Used,2435,Audi Tampa,57991
Audi,A6,2023,Certified,555,Audi Tampa,53491
Audi,A3,2020,Used,33488,Audi Tampa,23373
Audi,SQ7,2022,Used,13108,Audi Tampa,67625
RAM,2500,2023,New,,CDJR of Tampa Bay,78567
BMW,X5,2024,New,,BMW of Tampa,68195
GMC,Sierra,2021,Used,25000,CarHeroes,38484
Ford,F-150,2021,Used,24134,CarHeroes,45484
Ford,F-150,2022,Used,9080,CarHeroes,61484
GMC,Yukon,2023,New,,Sullivan Buick GMC Truck,81290
Mercedes,Roadster,2007,Used,112581,Blue Ocean Auto Sales,15480
Acura,TL,2014,Used,131406,Blue Ocean Auto Sales,10980
Toyota,4Runner,2021,Used,61053,Subaru of North Tampa,32794
RAM,2500,2023,New,,John Jones Chrysler Dodge Jeep RAM FIAT,70227
Subaru,Legacy,2019,Used,101246,John Jones Chrysler Dodge Jeep RAM FIAT,15700
Mitsubishi,Outlander,2018,Used,71093,John Jones Chrysler Dodge Jeep RAM FIAT,14500
Honda,Civic,2019,Used,71473,Jenkins Subaru of Ocala,18053
Subaru,Ascent,2023,New,,Jenkins Subaru of Ocala,43371
Subaru,Crosstrek,2024,New,,Jenkins Subaru of Ocala,32055
Subaru,Impreza,2024,New,,Jenkins Subaru of Ocala,27176
Acura,TLX,2023,New,,Jenkins Acura,58345
Hyundai,Tucson,2018,Used,95966,Pearson Nissan of Ocala,13888
Toyota,Camry,2023,New,,Deluca Toyota,28436
Toyota,Highlander,2023,New,,Deluca Toyota,44376
Toyota,Venza,2023,New,,Deluca Toyota,46521
BMW,X5,2021,Used,46467,Jacobs Mitsubishi Wesley Chapel,59998
Chevrolet,Corvette,1993,Used,61775,Jacobs Mitsubishi Wesley Chapel,14498
Ford,Mustang,2024,New,,AutoNation Ford Bradenton,36010
Ford,Mustang,2024,New,,AutoNation Ford Bradenton,56720
Jeep,Grand Cherokee,2018,Used,50663,Firkins Chrysler Dodge Jeep RAM,55700
Jeep,Wrangler,2023,New,,Firkins Chrysler Dodge Jeep RAM,59468
Jeep,Wrangler,2006,Used,72412,44 Auto Mart - Shepherdsville,29944
Lincoln,Navigator,2020,Used,49420,44 Auto Mart - Bardstown,66544
Lexus,RX,2020,Used,15881,Don Franklin Chevy Buick and GMC,41354
Honda,Pilot,2023,New,,Brandon Honda,40930
Honda,Pilot,2023,New,,Brandon Honda,51225
Kia,Telluride,2024,New,,Don Franklin Somerset Kia,44630
Kia,Telluride,2024,New,,Don Franklin Somerset Kia,54565
GMC,Sierra,2024,New,,Rivard Buick GMC,
Mazda,CX-5,2023,New,,Ferman Mazda Of Brandon,44180
Chevrolet,Silverado,2023,New,,Ferman Chevrolet of Tampa,68100
Chevrolet,Silverado,2023,New,,Ferman Chevrolet of Tampa,51790
Nissan,Kicks,2023,New,,Brandon Nissan,22700
Chevrolet,Corvette,2016,Used,31755,Jeff Wyler Honda Auto Mall,44929
Honda,Civic,2023,New,,Jeff Wyler Honda Auto Mall,32800
Honda,Accord,2023,New,,Jeff Wyler Honda Auto Mall,35851
Porsche,Panamera,2020,Used,36255,Jeff Wyler Honda Auto Mall,61360
Ford,Expedition,2019,Used,71079,Jeff Wyler Honda Auto Mall,40090
Dodge,Charger,2018,Used,70055,Jeff Wyler Honda Auto Mall,41688
Mercedes,CL,2019,Used,25133,Ed Morse Alfa Romeo,45410
Porsche,Panamera,2022,Used,23451,Ed Morse Alfa Romeo,84545
Chevrolet,Corvette,2005,Used,56460,Kearney Motor Sports,24500
Ford,Mustang,2016,Used,74596,Kearney Motor Sports,25700
BMW,X3,2021,Used,70053,Kearney Motor Sports,23700
Infiniti,Q5,2020,Used,35989,Kearney Motor Sports,33500
Jeep,Wrangler,2013,Used,94858,GETTEL GENESIS OF SARASOTA,18791
Ford,Expedition,2017,Used,75796,GETTEL GENESIS OF SARASOTA,24391
Lexus,RX,2021,Used,33815,GETTEL GENESIS OF SARASOTA,40491
Mercedes,S-Class,2023,New,,Mercedes-Benz of Sarasota,121080
Land Rover,Range Rover,2023,New,,Jaguar Land Rover Sarasota,64328
Land Rover,Range Rover,2023,New,,Jaguar Land Rover Sarasota,57730
Subaru,Forester,2016,Used,43973,Lexus of Sarasota,15994
GMC,Acadia,2023,New,,Glendenning Motor Company,57785
Mitsubishi,Outlander,2017,Used,32505,John Jones Automotive Outlet,15740
Ford,Fusion,2017,Used,80793,John Jones Automotive Outlet,12625
Ford,Explorer,2019,Used,88935,John Jones Automotive Outlet,24505
Chevrolet,LS,2015,Used,83469,Miles Chevrolet,10492
Porsche,911,2019,Used,9091,Cross Chrysler Jeep Fiat,200000
Jeep,Grand Wagoneer,2023,New,,Cross Chrysler Jeep Fiat,95000
Tesla,Model Y,2020,Used,41004,Bill Collins Ford Lincoln,40242
Lincoln,Navigator,2023,New,,Bill Collins Ford Lincoln,99965
Volkswagen,Passat,2021,Used,40986,VW of Clarksville,18075
Toyota,Tundra,2023,Used,3003,Craig & Landreth Clarksville,67400
Mazda,MX-5 Miata,2011,Used,50313,Craig & Landreth Clarksville,18400
Land Rover,Defender,2023,Used,12116,Craig & Landreth Clarksville,79400
BMW,X5,2021,Used,27305,Craig & Landreth Clarksville,52800
